"","synonym","genus","species","unacceptreason","scientific","genus_correct","species_correct","family","family_correct"
"954","Accipenser attilus","Accipenser","attilus",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"955","Accipenser sturio","Accipenser","sturio","misspelling","Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"956","Acipenser attilus","Acipenser","attilus",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"957","Acipenser ducissae","Acipenser","ducissae",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"958","Acipenser europaeus","Acipenser","europaeus",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"959","Acipenser fitzingeri","Acipenser","fitzingeri","misspelling","Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"960","Acipenser fitzingerii","Acipenser","fitzingerii",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"961","Acipenser hospitus","Acipenser","hospitus",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"962","Acipenser laevissimus","Acipenser","laevissimus",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"963","Acipenser latirostris","Acipenser","latirostris",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"964","Acipenser milberti","Acipenser","milberti",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"965","Acipenser nehelae","Acipenser","nehelae",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"966","Acipenser podapos","Acipenser","podapos",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"967","Acipenser stureio","Acipenser","stureio",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"968","Acipenser sturioides","Acipenser","sturioides",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"969","Acipenser thompsonii","Acipenser","thompsonii",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"970","Acipenser valenciennii","Acipenser","valenciennii",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"971","Acipenser yarrellii","Acipenser","yarrellii",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"972","Arcipenser sturio","Arcipenser","sturio","misspelling","Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"973","Sturio vulgaris","Sturio","vulgaris",NA,"Acipenser sturio","Acipenser","sturio","Acipenseridae","Acipenseridae"
"974","Acipenser aleutensis","Acipenser","aleutensis","synonym","Acipenser transmontanus","Acipenser","transmontanus","Acipenseridae","Acipenseridae"
"975","Myleus oligacanthus","Myleus","oligacanthus",NA,"Acnodon oligacanthus","Acnodon","oligacanthus","Serrasalmidae","Serrasalmidae"
"976","Acreichtyes hajam","Acreichtyes","hajam","misspelling","Acreichthys hajam","Acreichthys","hajam","Monacanthidae","Monacanthidae"
"977","Monacanthus hajam","Monacanthus","hajam",NA,"Acreichthys hajam","Acreichthys","hajam","Monacanthidae","Monacanthidae"
"978","Monacanthus radiatus","Monacanthus","radiatus",NA,"Acreichthys radiatus","Acreichthys","radiatus","Monacanthidae","Monacanthidae"
"979","Acreichthy tomento","Acreichthy","tomento",NA,"Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"980","Acreichthys tomento","Acreichthys","tomento",NA,"Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"981","Balistes tomentosus","Balistes","tomentosus",NA,"Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"982","Monacanthus Blochii","Monacanthus","Blochii","junior synonym","Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"983","Monacanthus tomentosus","Monacanthus","tomentosus",NA,"Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"984","Monacanthus trichurus","Monacanthus","trichurus","junior synonym","Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"985","Parvagor tomentosus","Parvagor","tomentosus","misspelling","Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"986","Pervagor tomentosus","Pervagor","tomentosus",NA,"Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"987","Stephanolepis tomentosus","Stephanolepis","tomentosus",NA,"Acreichthys tomentosus","Acreichthys","tomentosus","Monacanthidae","Monacanthidae"
"988","Acrobrycon tarijae","Acrobrycon","tarijae",NA,"Acrobrycon ipanquianus","Acrobrycon","ipanquianus","Characidae","Characidae"
"989","Astyanax ipanquianus","Astyanax","ipanquianus",NA,"Acrobrycon ipanquianus","Acrobrycon","ipanquianus","Characidae","Characidae"
"990","Hemibrycon ipanquianus","Hemibrycon","ipanquianus",NA,"Acrobrycon ipanquianus","Acrobrycon","ipanquianus","Characidae","Characidae"
"991","Tetragonopterus ipanquianus","Tetragonopterus","ipanquianus","synonym","Acrobrycon ipanquianus","Acrobrycon","ipanquianus","Characidae","Characidae"
"992","Acrocheilus alutaceum","Acrocheilus","alutaceum",NA,"Acrocheilus alutaceus","Acrocheilus","alutaceus","Cyprinidae","Cyprinidae"
"993","Lavinia alutacea","Lavinia","alutacea",NA,"Acrocheilus alutaceus","Acrocheilus","alutaceus","Cyprinidae","Cyprinidae"
"994","Acrochordonichthys chamaleon","Acrochordonichthys","chamaleon",NA,"Acrochordonichthys chamaeleon","Acrochordonichthys","chamaeleon","Akysidae","Akysidae"
"995","Acrochordonichthys chameleon","Acrochordonichthys","chameleon",NA,"Acrochordonichthys chamaeleon","Acrochordonichthys","chamaeleon","Akysidae","Akysidae"
"996","Sosia chamaeleon","Sosia","chamaeleon",NA,"Acrochordonichthys chamaeleon","Acrochordonichthys","chamaeleon","Akysidae","Akysidae"
"997","Sosia chamaleon","Sosia","chamaleon",NA,"Acrochordonichthys chamaeleon","Acrochordonichthys","chamaeleon","Akysidae","Akysidae"
"998","Acrochordonichthys buettikoferi","Acrochordonichthys","buettikoferi","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"999","Acrochordonichthys melanogaster","Acrochordonichthys","melanogaster",NA,"Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1000","Acrochordonichthys obscurus","Acrochordonichthys","obscurus",NA,"Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1001","Acrochordonichthys platycephalus","Acrochordonichthys","platycephalus","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1002","Acrochordonichthys pleurostigma","Acrochordonichthys","pleurostigma",NA,"Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1003","Acrochordonichthys varius","Acrochordonichthys","varius","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1004","Acrochordonichthys zonatus","Acrochordonichthys","zonatus",NA,"Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1005","Pimelodus melanogaster","Pimelodus","melanogaster","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1006","Pimelodus pleurostigma","Pimelodus","pleurostigma","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1007","Pimelodus rugosus","Pimelodus","rugosus","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1008","Pimelodus zonatus","Pimelodus","zonatus","synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1009","Sosia chamaeleon pallida","Sosia","chamaeleon pallida","junior synonym","Acrochordonichthys rugosus","Acrochordonichthys","rugosus","Akysidae","Akysidae"
"1010","Acrochordonichthys septemtrionalis","Acrochordonichthys","septemtrionalis",NA,"Acrochordonichthys septentrionalis","Acrochordonichthys","septentrionalis","Akysidae","Akysidae"
"1011","Promyllantor alcocki","Promyllantor","alcocki",NA,"Acromycter alcocki","Acromycter","alcocki","Congridae","Congridae"
"1012","Promyllantor nezumi","Promyllantor","nezumi",NA,"Acromycter nezumi","Acromycter","nezumi","Congridae","Congridae"
"1013","Ariosoma perturbator","Ariosoma","perturbator",NA,"Acromycter perturbator","Acromycter","perturbator","Congridae","Congridae"
"1014","Acropoma japonica","Acropoma","japonica","misspelling","Acropoma japonicum","Acropoma","japonicum","Acropomatidae","Acropomatidae"
"1015","Acropoma japonicus","Acropoma","japonicus","misspelling","Acropoma japonicum","Acropoma","japonicum","Acropomatidae","Acropomatidae"
"1016","Acropoma japononicum","Acropoma","japononicum","misspelling","Acropoma japonicum","Acropoma","japonicum","Acropomatidae","Acropomatidae"
"1017","Synagrops japonicus","Synagrops","japonicus",NA,"Acropoma japonicum","Acropoma","japonicum","Acropomatidae","Acropomatidae"
"1018","Synagrops splendens","Synagrops","splendens",NA,"Acropoma japonicum","Acropoma","japonicum","Acropomatidae","Acropomatidae"
"1019","Lissochilus aluoiensis","Lissochilus","aluoiensis",NA,"Acrossocheilus aluoiensis","Acrossocheilus","aluoiensis","Cyprinidae","Cyprinidae"
"1020","Poropuntius aluoiensis","Poropuntius","aluoiensis",NA,"Acrossocheilus aluoiensis","Acrossocheilus","aluoiensis","Cyprinidae","Cyprinidae"
"1021","Poropuntius baolacensis","Poropuntius","baolacensis",NA,"Acrossocheilus baolacensis","Acrossocheilus","baolacensis","Cyprinidae","Cyprinidae"
"1022","Acrossocheilus wenchowensis beijiangensis","Acrossocheilus","wenchowensis beijiangensis",NA,"Acrossocheilus beijiangensis","Acrossocheilus","beijiangensis","Cyprinidae","Cyprinidae"
"1023","Lissochilus clivosius","Lissochilus","clivosius",NA,"Acrossocheilus clivosius","Acrossocheilus","clivosius","Cyprinidae","Cyprinidae"
"1024","Lissochilus laocaiensis","Lissochilus","laocaiensis",NA,"Acrossocheilus clivosius","Acrossocheilus","clivosius","Cyprinidae","Cyprinidae"
"1025","Acrossochilus rabaudi","Acrossochilus","rabaudi",NA,"Acrossocheilus fasciatus","Acrossocheilus","fasciatus","Cyprinidae","Cyprinidae"
"1026","Barbus lissochiloides","Barbus","lissochiloides","junior synonym","Acrossocheilus fasciatus","Acrossocheilus","fasciatus","Cyprinidae","Cyprinidae"
"1027","Crossocheilus styani","Crossocheilus","styani","junior synonym","Acrossocheilus fasciatus","Acrossocheilus","fasciatus","Cyprinidae","Cyprinidae"
"1028","Crossochilus fasciatus","Crossochilus","fasciatus","synonym","Acrossocheilus fasciatus","Acrossocheilus","fasciatus","Cyprinidae","Cyprinidae"
"1029","Crossochilus styani","Crossochilus","styani","synonym","Acrossocheilus fasciatus","Acrossocheilus","fasciatus","Cyprinidae","Cyprinidae"
"1030","Barbus hemispinus","Barbus","hemispinus","synonym","Acrossocheilus hemispinus","Acrossocheilus","hemispinus","Cyprinidae","Cyprinidae"
"1031","Lissochilus ikedai","Lissochilus","ikedai",NA,"Acrossocheilus ikedai","Acrossocheilus","ikedai","Cyprinidae","Cyprinidae"
"1032","Poropuntius ikedai","Poropuntius","ikedai",NA,"Acrossocheilus ikedai","Acrossocheilus","ikedai","Cyprinidae","Cyprinidae"
"1033","Acrossocheilus iridescens iridescens","Acrossocheilus","iridescens iridescens",NA,"Acrossocheilus iridescens","Acrossocheilus","iridescens","Cyprinidae","Cyprinidae"
"1034","Barbus barbodon","Barbus","barbodon",NA,"Acrossocheilus iridescens","Acrossocheilus","iridescens","Cyprinidae","Cyprinidae"
"1035","Barbus paradoxus quinquefasciatus","Barbus","paradoxus quinquefasciatus",NA,"Acrossocheilus iridescens","Acrossocheilus","iridescens","Cyprinidae","Cyprinidae"
"1036","Cyclocheilichthys iridescens","Cyclocheilichthys","iridescens",NA,"Acrossocheilus iridescens","Acrossocheilus","iridescens","Cyprinidae","Cyprinidae"
"1037","Acrossocheilus cinctus","Acrossocheilus","cinctus","junior synonym","Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1038","Acrossocheilus hemispinus cinctus","Acrossocheilus","hemispinus cinctus","junior synonym","Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1039","Barbus hemispinus cincta","Barbus","hemispinus cincta","junior synonym","Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1040","Barbus hemispinus cinctus","Barbus","hemispinus cinctus",NA,"Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1041","Barbus kreyenbergii","Barbus","kreyenbergii","senior synonym","Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1042","Gymnostomus kreyenbergii","Gymnostomus","kreyenbergii",NA,"Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1043","Varicorhinus kreyenbergii","Varicorhinus","kreyenbergii","senior synonym","Acrossocheilus kreyenbergii","Acrossocheilus","kreyenbergii","Cyprinidae","Cyprinidae"
"1044","Lissochilus lamus","Lissochilus","lamus",NA,"Acrossocheilus lamus","Acrossocheilus","lamus","Cyprinidae","Cyprinidae"
"1045","Acrossocheilus iridescens zhujiangensis","Acrossocheilus","iridescens zhujiangensis","synonym","Acrossocheilus longipinnis","Acrossocheilus","longipinnis","Cyprinidae","Cyprinidae"
"1046","Acrossocheilus stenotaeniatus","Acrossocheilus","stenotaeniatus",NA,"Acrossocheilus longipinnis","Acrossocheilus","longipinnis","Cyprinidae","Cyprinidae"
"1047","Lissochilus longipinnis","Lissochilus","longipinnis","synonym","Acrossocheilus longipinnis","Acrossocheilus","longipinnis","Cyprinidae","Cyprinidae"
"1048","Masticbarbus pentafasciatus","Masticbarbus","pentafasciatus","junior synonym","Acrossocheilus longipinnis","Acrossocheilus","longipinnis","Cyprinidae","Cyprinidae"
"1049","Acrossocheilus iridescens yuanjiangensis","Acrossocheilus","iridescens yuanjiangensis",NA,"Acrossocheilus microstoma","Acrossocheilus","microstoma","Cyprinidae","Cyprinidae"
"1050","Cyclocheilichthys microstoma","Cyclocheilichthys","microstoma","synonym","Acrossocheilus microstoma","Acrossocheilus","microstoma","Cyprinidae","Cyprinidae"
"1051","Crossocheilus monticola","Crossocheilus","monticola","senior synonym","Acrossocheilus monticola","Acrossocheilus","monticola","Cyprinidae","Cyprinidae"
"1052","Crossochilus monticola","Crossochilus","monticola",NA,"Acrossocheilus monticola","Acrossocheilus","monticola","Cyprinidae","Cyprinidae"
"1053","Acrossocheilus formosanus","Acrossocheilus","formosanus","junior synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1054","Acrossocheilus invirgatus","Acrossocheilus","invirgatus","synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1055","Acrossocheilus labiatus","Acrossocheilus","labiatus","junior synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1056","Barbus matsudai","Barbus","matsudai","synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1057","Barbus paradoxus","Barbus","paradoxus",NA,"Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1058","Gymnostomus formosanus","Gymnostomus","formosanus","synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1059","Gymnostomus labiatus","Gymnostomus","labiatus","synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1060","Leuciscus labiatus","Leuciscus","labiatus","junior synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1061","Lissocholichthys matsudai","Lissocholichthys","matsudai","junior synonym","Acrossocheilus paradoxus","Acrossocheilus","paradoxus","Cyprinidae","Cyprinidae"
"1062","Barbus parallens","Barbus","parallens",NA,"Acrossocheilus parallens","Acrossocheilus","parallens","Cyprinidae","Cyprinidae"
"1063","Barbus rendahli","Barbus","rendahli",NA,"Acrossocheilus rendahli","Acrossocheilus","rendahli","Cyprinidae","Cyprinidae"
"1064","Barbus wenchowensis","Barbus","wenchowensis",NA,"Acrossocheilus wenchowensis","Acrossocheilus","wenchowensis","Cyprinidae","Cyprinidae"
"1065","Barbus yunnanensis","Barbus","yunnanensis","ambiguous synonym","Acrossocheilus yunnanensis","Acrossocheilus","yunnanensis","Cyprinidae","Cyprinidae"
"1066","Rhinobatos annulatus","Rhinobatos","annulatus",NA,"Acroteriobatus annulatus","Acroteriobatus","annulatus","Rhinobatidae","Rhinobatidae"
"1067","Rhinobatus annulatus","Rhinobatus","annulatus","misspelling","Acroteriobatus annulatus","Acroteriobatus","annulatus","Rhinobatidae","Rhinobatidae"
"1068","Rhinobatos blochi","Rhinobatos","blochi","misspelling","Acroteriobatus blochii","Acroteriobatus","blochii","Rhinobatidae","Rhinobatidae"
"1069","Rhinobatos blochii","Rhinobatos","blochii",NA,"Acroteriobatus blochii","Acroteriobatus","blochii","Rhinobatidae","Rhinobatidae"
"1070","Rhinobatus blochii","Rhinobatus","blochii","misspelling","Acroteriobatus blochii","Acroteriobatus","blochii","Rhinobatidae","Rhinobatidae"
"1071","Rhinobatos leucospilus","Rhinobatos","leucospilus",NA,"Acroteriobatus leucospilus","Acroteriobatus","leucospilus","Rhinobatidae","Rhinobatidae"
"1072","Rhinobatus leucospilus","Rhinobatus","leucospilus","misspelling","Acroteriobatus leucospilus","Acroteriobatus","leucospilus","Rhinobatidae","Rhinobatidae"
"1073","Rhinobatos ocellatus","Rhinobatos","ocellatus","Superseded original combination","Acroteriobatus ocellatus","Acroteriobatus","ocellatus","Rhinobatidae","Rhinobatidae"
"1074","Rhinobatus ocellatus","Rhinobatus","ocellatus","misspelling","Acroteriobatus ocellatus","Acroteriobatus","ocellatus","Rhinobatidae","Rhinobatidae"
"1075","Rhinobatos salalah","Rhinobatos","salalah",NA,"Acroteriobatus salalah","Acroteriobatus","salalah","Rhinobatidae","Rhinobatidae"
